userName,score,at,content
Kabib Aje,5,2022-02-19 03:19:31,Gamenya bagus banget dulu aku gak suka kalo ada tugas mtk sekarang gara gara aplikasi ini aku jadi suka mtk
Veronica Purwati,5,2022-02-14 02:51:34,Belajar ku jadi lebih seru.. bisa main sambil belajar!!!!!!! Yang pasti menyenangkan sekali 😄😄😄
Mata Solder,3,2022-02-09 10:07:37,Permainan ini bagus kok bisa buat belajar juga aku jadi pintar dan belajarku semakin giat untung aku nemu aplikasi ini
Rehan Judistira,5,2022-02-08 04:27:31,Sumpah gamenya membantuku untuk terus belajar💗👍 sampai-sampai kadang aku selalu dapat nilai tertinggi di matematika oh iya aku kelas 4 udah mau kelas 5 kalian kelas berapa okay itu aja aku mau bilang lagi satu hal Thank you developer👍👍👍
hartaty fatshaf,5,2022-02-06 23:54:09,Keren banget... belajar jadi mudah untuk matematika yg dianggap mapel sulit.. terimakasih
Anisa Suroso,5,2022-02-05 14:54:58,Waw aplikasinya bagus aku sekarang bisa ngesitung pembagian dan perkalian tadinya aku selalu nilai jelek dalam matematika tapi sekarang ngk karena adanya aplikasi ini terima kasih y yang sudah buat apk ini😀👍🏻!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Fairel Chalief,5,2022-02-03 20:06:34,Aplikasi ini sangat baguuus sekali & mendukung anak menjadi pandai berhitung dengan cepat
Ranziz Nst,5,2022-02-03 05:34:50,Permainan ini bagus dan baik untuk. Belajar matematika dan baik untuk anak belajar.❤️🥇🥇🥇❤️
Shofiyyah Nursery Azizah,5,2022-02-01 12:02:41,Bagus banget menguji wawasan anak sampe sampe aku hafal semua pelajaran kecuali akar pangkat yang susah tapi aku tu baru kelas 3 lho! Bagus gaa???
Auliya yuanita,5,2022-01-30 12:33:36,"Parah aplikasinya bagus dan simple banget ga bikin memori hp penuh,bikin pinter matematika. aku aja yang bingung matematika aja paham sama aplikasi ini. Kalian perlu download aplikasi ini + harus kasih ⭐️ 5 sih"
Naura Zakesya,5,2022-01-25 07:02:26,Permainan ini bagus banget apalagi bisa buat otak menjadi pintar pelajaran metematika dan permainanya juga nggak bosenin!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Hikmah Anik Mudayah,5,2022-01-24 04:50:25,Wow game nya buat aku pintar dan aku bisa menjawab apapun di sekolah aku selalu dapat nilai A+ yey yang ngebuat game ini terima kasih ya game ini ngebuat🙏 semua orang pintar kalau ga ngerti yang ada tulisan pelajari supaya ngerti😜😜😜
Bunda Alfath,5,2022-01-23 12:17:37,"Sangat bermanfaat sekali, fitur bahasa dan pengaturan kelas juga sangat fungsional. Rekomen untuk bantu belajar anak dengan cara yang menyenangkan. Terimakasih developer"
Busran Yusran,5,2022-01-20 06:33:00,Aplikasi nya mendukung banget aku jadi pintar deh matematika nya dan nilai ku juga udh bagus selalu dapet 100 makasih play store
DEWI ROHAYATI,5,2022-01-18 12:20:31,Terimakasih untuk aplikasi ini saya bisa belajar dengan baik dengan adik saya dan ulangan saya nilainya tidak rendah.terimakasih
bidayatil hidayah,5,2022-01-15 06:56:21,game ini sangat bagus. anak saya yang masih Tk jadi pandai sangat menyukainya jadi suka belajar berhitung
"6B,22 _NurulRamadhani",5,2022-01-10 06:15:16,"Wow, aplikasi ini sangat membantu anak untuk belajar menghitung matematika tanpa dibimbing, anak sudah bisa menyelesaikan soal dengan benar🤗👍"
Audrie Dinda,5,2022-01-09 12:25:09,Padahal dulu saya itu paling gk suka matematika dan sekarang saya bisa menghafal matematika dengan mudah Terima kasih yang sudah menciptakan aplikasi ini semoga sehat selalu semangat😊
Nike Chan,5,2022-01-07 23:50:20,"Wow hebat, aplikasi ini sangat hebat dan luar biasa. Dulu saya dikenal paling payah dalam matematika dan berkat aplikasi ini kemampuan berhitung saya meningkat, terima kasih Dave dan RV appstudio yang menciptakan aplikasi ini dan saya berharap cita - cita saya sebagai dokter terwujud."
Jesica Natasya,5,2022-01-04 09:02:10,Sumpah emak-emak bilangnya bagus tapi dikasih bintang satu hahaha.iya juga sih bagus banget ini game dan menambah ilmu loh semoga kita cepat pintar asiap serepeu
Azuraiin21gmailcom Gmailcom,5,2022-01-02 13:17:08,Aku download ini karena mau lebih banyak mengerti tentang matematika & ini aplikasi nya bagus banget buat yang gak ngerti matematika & jangan lupa download ya <3
Mbah Bari,5,2022-01-02 01:01:16,Asalamualaikum wrwb Game nya bagus aku udah bisa semua matematika nya soalnya aku sudah kuliah jadu aku bisa semua oh ya kalo kalian gak bisa belajar biar bisa kayak aku ya kids wasalamualaikum wrwb
Aldiansyah Riski Ramadhan,5,2021-12-30 12:49:28,"seruuu bgt! pelajaranya mudah dipahami, udh ada caranya langsung dengan videonya, pertanyaan juga kengkap untuk tingkat siswa seperti kelas 1 sd dan kelas 6 pokoknya udh lengkap nih!"
Peter Tumanggor,5,2021-12-26 05:43:40,Wah game nya membuat ku semakin pintar belajar dari game ini sekarang aku sudah pintar belajar pengurangan penjumlahan perkalian dan pembangian TRIMAKASI😊😇😉🙃🙂🤩😘🤪🤑🤗☺😊😘😛😝🥰😊🙃🤪🤗😅😊🙃😛😝🐅🐆🐆🐎🐺🐅🐽🐎🥔🍆🥑🍎🍑🍓🎎🎗🎆🧧🏅🥈🎫🎎🎊🧧🏘🏗🗻🌋🌎🌐🌎🌍🌍🧱🏬🏠🏕🏘🏣🏗🏘🏥🏤
Desma Panjaitan,1,2021-12-26 01:45:49,"Saya sangat suka dengan game iniiiiiiiiiiiiiiiiiiiiiiiiiiii.membawa kita pintar untuk belajar.yg tidak tau perkalian,pembagian,pemecahan bisa belajar dari sini supaya kita ingat pelajaran nya"
Muhtar Chelebes,1,2021-12-25 01:57:15,"Alhamdulillah, bertambah juga pengetahuan matematika Anakku dengan adanya aplikasi ini, semoga makin giat belajarnya. Dapat Ilmunya pun sambil bermain dalam proses pembelajaran Ilmu Pasti. Thank's"
Farihin Fudori,5,2021-12-22 10:39:58,"Alhamdulillah aplikasi ini sangat bagus dan bermanfaat untuk belajar matimatika, terima kasih kepada Tim Delevoper."
amilah robbani,5,2021-12-19 14:06:03,"Bagus banget game nyaa aku suka,penjelasanya bisa di pahami,soalnya juga mudah,bisa pilih juga mau yang mudah atu sulit,pokoknya aku suka banget dehh"
Arzan Alghifari,5,2021-12-17 10:26:23,Aku kasih nilai 5 aja bagus bngt game nya bisa bikin otak gampang matemateka kalo kita belajar mtk pasti masih lengket di otak jawabannya kalo kmu bljr mtk makasih gitu ajh bye bye assalamualaikum semua :
Tita Sumartini,2,2021-12-15 12:43:46,Game nya seru tapi waktu aku mau main yang pengurangan dimulai nya itu dari depan ya aku tau bisa dari depan tapi aku belum belajar jadi aku coba pencet pelajari divideo nya caranya dari belakang tapi aku coba main dari depan lagi jadi aku kasih bintang 2 dulu kalo bagus lagi aku bintang lima ok gitu aja bye bye
Felix Sukarma,5,2021-12-15 06:07:41,Beeguna sekali buat anak saya belajar dengan baik. Disertai tutorial cara menghirung dgn video simple. Ayo download
Noor Hiqma,5,2021-12-14 12:15:32,Gem ini bagus bangen bikin saya tahu matematika saya akan menggunakan terus biar saya jadi orang pintar di sekolah mantap .bagus bangen ini gem matematika. ayo pake sekarang aplikasi matematika
Fredric Fortriz,5,2021-12-09 06:29:17,Aplikasinya bagus ! Banyak soal matematika untuk melatihku menjadi Jerome Polin hahahah. Tapi beneran keren banget aplikasinya !
Nada Dila,5,2021-12-06 13:59:38,Bagus banget!!!!aplikasi nya aku jadi pintar matematika eh enak aja aplikasi nya jelek eh tapi bohong
Nizwah Nuraini,1,2021-12-06 12:09:33,Aplikasi nya bagus banget kalian Aku jadi bisa perkalian!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Nama saya niswah saya tinggal di kampung Melayu barat saya kelas 3 umur saya 10 saya anak pertama dan saya orang kaya dan saya rumahnya tingkat 5
Muhammad Safit Rizki Yanwar,5,2021-12-01 11:15:58,"Saya baru download belum coba, tapi sepertinya bagus untuk anak saya bermain sambil belajar. Semoga bermanfaat untuk anak saya. Terimakasih."
Babagong Legos,5,2021-11-29 09:02:01,Permainan MATEMATIKA ini emang bagus bisa untuk belajar maka aku kasih bintang ⭐⭐⭐⭐⭐ terima kasih
Maryam Ridwan,5,2021-11-28 11:05:57,Baru ketemu aplikasi ini bagus sekali untuk belajar dan meningkatkan kemampuan daya ingat baik untuk anak-anak dan orang dewasa terimakasih Ilmu Nya 🙏👍👍👍😊💪
Nabila Aini mumtaz,5,2021-11-27 11:31:01,Kayaknyasi gamenyaseru bermanfaat berguna terus sangat membantu untuk yg ga bisa matematika pokoknya kalo ini ga boong aku beri nilai 100% dah👍
Arya Fina,5,2021-11-27 07:09:38,"Aku sih belum bisa matematika y Yang sulit itu pembagian , mencari panjang lingkaran sama lebar , luas. Tapi dengan gem ini belajar lagi Nanti bakal bisa kalo disuruh Maju ngerjain matematika"
DzackyDsekun_ Dzacky1218,5,2021-11-25 14:45:40,"Sangat bermanfaat, bagus baget aplikasiya senang pakainya dan yang lebih yang bikin senang karena ada video singkat yang menjelaskn cara untuk memecahkan soalnya. Sangatt keren!!!"
Euis Susanti,5,2021-11-23 12:27:33,Aplikasi ini buat saya pintar dan rajin belajar karna di masa covid 19 sekolah online jadi aku cari aplikasi ini dan ternyata aku jadi pintar belajar dan penjumlahan 📚✏️
Zaenal Zoak,5,2021-11-23 04:35:30,Saya suka game matematika bisa bikin saya jadi pandai berhitung gak cuma game berhitung game ini bikin saya pintar dan cerdas itu alasannya saya kasih bintang lima
Bukan bangsat Tapi bangsaj,3,2021-11-22 20:10:14,Cukup bagus game ini. Cara mengerjakannya juga memudahkan bagus sekali untuk pemula
Roxie 1010,5,2021-11-18 08:36:01,"Saya seorang pengajar di salah satu sekolah. Di awal mengajar saya kesulitan menjelaskan teori dasar berhitung bahkan di konsep sederhana aljabar. Tapi sebulan terakhir ini murid-murid saya semakin termotivasi setelah kami menggunakan aplikasi ini. Mereka yang sebelumnya merasa tidak bisa, sekarang menemukan kembali rasa percaya diri dalam belajar. Maap saya baru menyampaikan ulasan ini. Terimakasih banyak, karena sudah membantu saya menjadi pengajar yang lebih baik. Semoga bermanfaat."
suli liya,5,2021-11-17 10:36:53,Ini bagus bisa juga buat mabar atau ky lomba gitu... Trus rumus matematika ini sangat bermanfaat lain kali yg bilang aplikasi ini jelekkk Jgn bilang ky gitu kasian org yang udh bikin permainan ini Pasti orangnya kelelahan karna belajar dan terus belajar maka dari itu muncullah rumus matematika ini
Alya Alya,5,2021-11-16 07:28:32,"Permainan game nya sangat bagus,untuk mengasah otak,dan juga bisa buat belajar anak,tidak perlu blajar dluar rumah. Makasih 😘🙏"
inka shella,5,2021-11-15 03:50:48,bagus untuk belajar matematika ini ya supaya bisa menghafal kan nya kalok yang kalian lagi bingung gitu nulis nya aku sampek angka nya ok nulis nya aku nomor 161
Arul 4N,5,2021-11-13 03:14:37,Ihh game nya bagus cocok untuk yang kurang paham MTK nih. Ayo siapa bingung Ama mtk
Affriany Eny,5,2021-11-12 13:57:57,"Game nya sangat menarik, dan pas saya coba ternyata sangat mengasah otak juga, terima kasih banyak yah, sudah menciptakan game ini, saya sangat suka sekali, dan sangat menarik"
Kimberly Mechica,5,2021-11-12 12:41:03,Game ini seru banget bisa main sambil belajar jadi aku bisa tau tambahan pengurangan dan kali-kali yang belum downlod wajib downlod sekarang buruan downlodddddddd
David Hutapea,5,2021-11-12 03:47:24,Gamenya bagus banget game ini bisa buat aku main sambil belajar memakai cara bagus. Gamanya tau ini jawaban kita salah atau benar. Saya kasih bintang lima untuk game ini.
Joko Sudibyo,5,2021-11-10 13:03:54,"Alhamdulillah bagus,jadi nda perlu kursus lg cukup diapkikasi ini sangat membantu dan terima kasih yg telah membuat aplikasi ini."
Itz_Shofi salma official,5,2021-11-08 10:22:05,"Bagus bgttt, dengan aplikasi ini aku bisa main sambil belajar😆, bisa main cepet cepetan sama temen karna di topik nya ada mode main sama temen😚, pokoknya seru bangettt dehh, Bagi kalian yang SD wajib bangettt download Aplikasi ini🥰✨😭👌 Dari kelas 1 sampai kelas 6 ada semua pelajaran nya😆✨👌"
Yanto To,5,2021-11-08 04:57:10,"Game nya bagus banget buat kalian yang nggak bisa perkalian, pengurangan, pembagian, dan pertambahan cepat dowlod deh😊😊😊"
Sinta Pancawati,5,2021-11-08 04:36:01,"Terima kasih matematika bagus banget lengkap lagi saya suka banget ada penjumlahan, pengurangan, perkalian, pembagian, pecahan, desimal dan lain-lain pokoknya aku suka banget ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍I Love you 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ semangat ya 💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪terimakasih"
Dhita Comel,5,2021-11-07 11:30:26,"Bagus banget buat skil belajar ku jadi lebih baik tapi tolong tambahin kelas 7,8,9,10,11,12 biar aku nanti kalau naik kelas 7 biar mudah tambahin juga kayak mata pelajaran lain ya👉👈☺️ Pokoknya best"
Sutresno Jogja,5,2021-11-07 06:44:30,Wah permaianannya bagus banget lama lama aku jadi bisa pintar pokoknya permainan ini emezingg banget gaissssss Pokoknya kalian harus donlot ngapain liat liat ke bawah ayo donlottt
Lembayung Putri,4,2021-11-07 05:06:45,"App ini bagus bisa buat bljr tapi ini gak ada pembetulan jadi kalo salah ya udh salah, terus gak ada yang buat kelas 6 dan semoga bisa ditingkatkan"
Helen Rina,5,2021-11-05 13:16:19,Gameny bagus banget dah dan juga bisa mengasah otak gue yang gue gak bisa MTK sekarang jadi bisa
Blues Neo CH Animations,5,2021-11-04 19:30:07,Keren banget. Aplikasinya bisa belajar. Sambil belajar keren banget. Jadi betah saya main. Ini dan juga nilai tugas ku di sekolah. 💯💯 Terimakasih delefofer 🙏👍
Serly Olivia Syafa,5,2021-11-04 06:35:35,Game pembelajaran MTK nya ngasah otak banget yang gak kenal MTK dan pumput banget otak nya sama MTK pasti langsung paham soal MTK dan pasti suka banget sama pembelajaran MTK wajib downloat aplikasi nya ya guys 😉😉kalian pasti nyesel kalau gak downloat😉😉🤗🤗
Juliaa Ananda,5,2021-11-02 10:39:23,"Game ini bagus banget bikin aku jadi lebih menyukai matematikapenjumlahan,pengurangan dll"
Ari Budisusetya Budisusetya,5,2021-11-02 08:08:07,Sangat bagus untuk belajar. Saya sarankan untuk yang punya adik atau anak SD download aplikasi ini. Ada tutorial cara mengerjakannya juga.
Fitri ramadani ramdani,5,2021-10-31 01:40:31,Asalamualaikum aku suka bangat amapermainan ini ini pasti pelajaran matimatika bisa masuk ke otak aku suka bangat aku pemge belajar lagih 😃😉
Sofiyanti Tosupu,5,2021-10-31 01:07:24,"Mainan ini bagus sekali, kalian coba download de pasti matematika yang kalian tidak tau pasti tau coba de😊😊😊😊"
Ahmad Nyaedok,5,2021-10-30 13:23:20,Game nya bagus banget dan jadi bisa mikir........ ........................................................................................................... Buruan download game ini paling langsung bisa berfikir
Teduh Kinnara Puteri,5,2021-10-29 12:09:55,Permainan ini sangat bagus kita bisa mempelajari nya dan ada contoh nya juga bagus banget pakoknya
Deis Suryani,5,2021-10-29 02:57:05,game nya seru banyak aplikasinya lagi ada penjumlahan ada pengurangan ada perkalian ada semua pokonya!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
almira cahyanina putri,5,2021-10-29 01:22:37,"Wah aplikasi ini sangat berguna untuk saya dan adik saya, dengan aplikasi ini dapat melatih saya dan adik saya menjadi lebih mudah untuk mengerjakan tugas-tugas dari sekolah."
Syalwa Novianti,5,2021-10-26 09:46:46,Asalammualaikum ini game nya bagus cepat yang belum donglot cepatan kalau ngakk nyesel ya makasih yang pemilik game nya emang sangat berguna untuk pelajaran juga? Terimakasih ya sekalilagi sangat bagus dan otak menjadi pintar?
budi kurniawan,5,2021-10-26 04:15:54,Aplikasi yang bermanfaat buat pembelajaran matematika anak2 sekolah dasar... Mantap aplikasinya..
Relmec2 Relmec2,5,2021-10-25 04:26:18,"Assalamualaikum wr.. wb.. Saya belum mencoba game ini tapi saya sedang proses pendownlodan. Saya lihat dari komen"" nya pada bagus"" makannya saya kasih bintang 5 semoga kedepannya saya semakin bisa belajar matematika dan semakin lancar juga amiinnn. Semoga game ini memberikan manfaat yaaa.."
EYE SUMARYA,5,2021-10-25 03:55:49,Assalamualaikum ini aku aufa aku pake hp Abah aku. aku donkdlot game ini karna aku blm bisa matamatika ketika aku donkdlot aku mulai per caya diri akhir nya aku bisa matamatika. Yang buat game ini makasih karana permainan ini sangat bermanfaat untuk anak anak yg blm bisa matamatika aku kasih bintang lima karna aku suka banget assalamualaikum 😊😊😊
A love you A love you,5,2021-10-25 00:13:22,"Makasih ya karna game ini aku jadi pintar dulu itu kan aku enggak perna balajar karna pandemi covid ,,, dan aku tidak tau harus berbuat apa di rumah ?? Dan aku cari aja deh apelikasi belajar ,, akhir nya aku ketemu apelikasi ini deh 😘😘🤩🤩"
Sho Fati,5,2021-10-24 14:50:12,"Hy semua, Aplikasi edukasi ini bikin otak aku berpikir, dan ternyata tersedia soal matematika kls 5 seperti,, pecahan desimal,perkalian bersusun dan pembagian bersusun.Pas banget aku kls 5, dan aku rajin belajar jadinya walau dari aplikasi dan juga .ya walau katanya susah tentang pelajaran soal mtk kls 5, 3P,, Tpi setelah aku mendownlod ini aku makin bisa menjawab pertanyaan yg ada di pelajaran kuoh iya.. BAGI YG BELUM DOWNLOD,DOWNLOD SEKARANGWAJIB BANGET Siapa Yg disini pengen pntr.yuk di dnlod"
